term,int_rate,installment,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,earliest_cr_line,pub_rec,revol_bal,revol_util,total_acc,mort_acc
0,12.99,269.52,0,72000.0,1,1,2,8.23,1994,0,6759.0,93.0,19.0,4.0
1,16.24,488.92,0,66780.0,1,1,1,24.74,1996,0,30187.0,42.2,62.0,6.0
0,13.98,410.02,3,80000.0,1,1,2,10.62,1998,0,5799.0,62.4,25.0,2.0
0,9.99,161.32,3,31000.0,0,1,2,12.54,2004,0,2631.0,29.2,17.0,2.0
0,6.62,429.86,0,50000.0,0,1,2,8.87,1992,0,13963.0,28.0,21.0,2.0
0,12.49,163.9,0,43220.0,0,1,2,22.05,1996,1,1817.0,10.0,34.0,3.0
0,12.29,280.17,3,30000.0,1,1,2,30.85,2001,0,6899.0,82.1,24.0,0.0
1,15.31,455.11,0,43000.0,2,1,1,16.63,2000,0,20094.0,72.4,37.0,4.0
0,15.88,188.66,3,33300.0,0,1,2,29.8,2006,0,8880.0,75.9,30.0,0.0
1,16.2,244.25,0,55000.0,1,1,1,33.06,2001,0,4933.0,31.6,45.0,2.0
0,8.49,315.63,0,45912.0,1,0,1,8.73,1996,0,10917.0,68.2,19.0,1.8139908160844136
0,12.35,722.72,3,65000.0,2,1,2,10.52,2008,0,9524.0,73.8,7.0,0.0
0,18.99,586.42,0,72000.0,2,0,4,7.87,2010,0,2440.0,45.2,22.0,1.0
1,17.57,486.85,2,38888.76,2,0,1,11.91,1978,0,20497.0,57.1,18.0,1.0
0,8.0,188.02,2,27000.0,0,1,9,5.38,1996,0,5959.0,70.9,22.0,1.8139908160844136
0,10.15,388.06,0,62000.0,0,1,2,23.42,1992,0,22255.0,77.8,34.0,6.0
0,7.49,915.95,2,59000.0,1,1,1,12.92,2002,0,28700.0,54.2,24.0,1.0
1,19.53,550.9,0,108000.0,0,1,2,11.49,1994,1,25854.0,65.1,41.0,4.0
1,15.61,376.14,0,60000.0,0,1,2,11.36,1999,0,12998.0,94.9,14.0,4.0
0,19.2,298.66,3,27000.0,2,1,9,2.89,2005,0,1129.0,6.2,12.0,0.0
0,10.99,392.81,3,40000.0,0,1,2,30.3,2002,1,4395.0,19.5,17.0,0.0
0,11.99,830.24,3,75000.0,0,1,2,4.48,2004,0,9657.0,33.9,17.0,0.0
1,13.49,690.15,0,135000.0,2,0,11,7.8,1986,0,19617.0,45.6,35.0,1.8139908160844136
0,8.18,188.52,0,60000.0,0,1,4,10.84,2003,0,9907.0,7.2,28.0,1.0
1,18.25,365.72,3,40000.0,2,0,2,25.33,1974,0,6158.0,22.0,42.0,7.0
0,7.26,309.97,0,54000.0,1,1,2,11.24,1998,0,23972.0,55.9,21.0,1.0
1,17.86,379.76,2,30000.0,0,0,9,36.12,1968,0,13331.0,22.5,22.0,0.0
0,8.9,222.28,0,37180.0,2,1,2,27.85,1991,0,24569.0,88.1,12.0,1.0
0,14.74,155.42,0,50000.0,0,1,1,13.94,2003,0,21628.0,93.2,9.0,1.8139908160844136
0,12.69,268.36,0,46600.0,1,1,4,12.7,2005,0,6636.0,63.2,13.0,1.0
0,18.24,448.88,0,235000.0,1,1,2,6.55,1999,1,711.0,3.2,43.0,3.0
0,18.25,290.23,3,74000.0,2,1,1,13.18,1996,0,7561.0,68.7,53.0,6.0
1,9.17,583.55,0,60000.0,0,1,6,19.44,2003,0,538.0,2.7,30.0,5.0
1,24.08,457.43,0,91500.0,2,1,11,18.64,1997,0,9162.0,35.6,25.0,2.0
0,15.8,296.25,2,66000.0,2,1,2,25.47,1992,0,9610.0,39.9,36.0,3.0
0,6.49,91.94,0,71000.0,0,1,1,2.77,1999,0,4324.0,39.7,29.0,5.0
1,14.49,338.74,0,54000.0,2,1,7,23.93,1998,1,10022.0,37.1,35.0,4.0
1,18.55,616.65,3,80000.0,1,0,1,25.43,1973,0,48944.0,58.6,27.0,5.0
0,12.49,240.84,0,34798.32,1,0,2,16.97,1989,0,8847.0,47.6,31.0,1.0
0,13.11,337.47,3,50000.0,1,1,2,25.99,1988,0,25390.0,85.8,15.0,0.0
1,18.49,487.56,3,52000.0,2,1,2,18.69,1996,0,682.0,35.9,12.0,0.0
0,8.9,736.68,3,66000.0,1,1,1,24.24,2000,0,21962.0,75.0,23.0,1.0
0,16.29,423.61,0,75000.0,1,0,2,13.39,2003,1,9281.0,74.2,24.0,4.0
0,13.11,337.47,3,40144.0,0,1,2,22.75,1999,0,18125.0,68.9,7.0,0.0
1,20.99,308.35,3,38000.0,2,0,2,14.43,1973,0,6429.0,97.4,14.0,0.0
0,11.99,242.43,0,31000.0,2,1,2,6.37,2008,0,6840.0,85.5,9.0,1.0
0,18.25,435.34,3,68000.0,0,1,2,8.1,1995,0,5892.0,44.0,10.0,0.0
1,16.99,745.42,2,100000.0,1,1,2,11.81,2003,1,23788.0,69.4,12.0,0.0
1,23.76,521.05,3,55000.0,1,0,8,19.61,2000,0,9825.0,92.7,17.0,0.0
0,14.47,516.1,0,70530.0,2,1,1,6.35,1992,0,23218.0,86.0,15.0,1.0
0,6.49,153.23,2,34000.0,0,1,2,18.67,1997,0,51211.0,25.5,30.0,2.0
0,15.2,869.09,0,134000.0,1,0,6,7.4,1994,0,21555.0,46.8,29.0,1.8139908160844136
0,13.98,187.93,0,72000.0,0,1,2,15.98,1984,0,77125.0,47.8,42.0,4.0
0,5.93,759.76,0,132000.0,1,1,4,3.7,1998,0,784.0,1.9,25.0,7.0
0,20.2,149.07,3,76000.0,2,0,9,24.17,2003,0,14448.0,74.9,32.0,0.0
0,11.67,330.57,0,41000.0,2,1,2,21.84,1993,0,6646.0,31.8,44.0,3.0
0,15.1,216.97,3,28000.0,0,1,1,11.66,2008,0,6405.0,54.7,10.0,0.0
0,14.65,565.71,0,41000.0,1,0,2,19.87,1998,1,11075.0,75.3,21.0,1.0
0,11.99,318.82,0,38000.0,1,0,2,26.66,2004,1,1254.0,11.7,46.0,6.0
0,12.12,405.92,0,55000.0,2,1,2,28.15,1998,0,12956.0,43.3,38.0,2.0
1,14.46,658.21,0,129000.0,1,1,2,16.02,1992,0,13421.0,20.6,47.0,4.0
1,11.86,197.91,0,41000.0,2,1,2,23.53,1998,0,13566.0,74.9,30.0,1.8139908160844136
0,13.53,950.6,0,150000.0,2,1,2,19.82,1986,0,86969.0,72.2,35.0,5.0
0,12.49,234.15,0,100000.0,0,1,4,9.01,1993,1,12847.0,45.9,38.0,9.0
0,12.29,233.48,3,45000.0,1,1,2,23.2,2001,0,6028.0,79.3,14.0,0.0
0,13.68,510.34,3,65000.0,1,1,2,24.37,2001,0,14043.0,39.2,19.0,0.0
0,13.98,341.68,3,80000.0,1,1,2,21.47,2009,0,5876.0,69.1,24.0,0.0
0,14.72,596.48,0,92004.0,2,1,2,11.36,1993,0,42906.0,68.5,32.0,1.8139908160844136
0,14.99,399.47,0,64000.0,1,1,2,22.69,1986,1,12498.0,47.0,24.0,2.0
0,14.27,514.64,3,65000.0,0,1,2,18.12,2003,0,12972.0,77.7,25.0,1.8139908160844136
1,12.99,545.96,3,75000.0,1,1,2,27.04,1999,0,62669.0,87.7,39.0,0.0
1,25.8,313.88,2,33000.0,2,1,4,25.04,1999,0,5313.0,24.6,36.0,1.0
1,18.75,387.05,0,57700.0,2,0,2,10.79,1997,0,13884.0,57.1,17.0,1.0
1,15.8,477.59,3,115000.0,2,1,2,13.25,1998,1,13442.0,49.3,27.0,3.0
0,11.36,403.17,3,52000.0,0,1,2,21.9,1999,0,27759.0,81.6,33.0,1.8139908160844136
0,7.69,280.75,0,60000.0,0,1,1,22.23,2004,0,13347.0,63.0,34.0,0.0
0,7.62,498.59,0,54000.0,0,0,2,17.18,2000,0,13785.0,51.4,14.0,1.0
0,7.9,438.07,2,62000.0,2,1,2,8.83,1986,1,18408.0,52.3,30.0,4.0
0,13.35,866.89,2,67000.0,1,1,2,12.15,1998,0,27451.0,84.5,24.0,0.0
0,10.74,391.39,3,48000.0,0,1,2,18.45,2006,0,13633.0,77.5,18.0,1.8139908160844136
0,6.62,267.13,0,93500.0,1,1,4,3.61,2004,0,3763.0,16.2,18.0,1.0
0,11.99,630.99,0,88000.0,2,1,2,26.99,1996,0,345501.0,45.2,14.0,0.0
0,22.7,190.84,3,17500.0,0,1,9,3.36,2006,0,3457.0,82.3,5.0,0.0
1,19.99,509.91,0,65000.0,1,0,2,20.62,2003,0,17310.0,53.4,33.0,5.0
0,9.76,321.55,0,44300.0,2,1,2,26.63,1990,1,11563.0,47.2,24.0,2.0
0,13.05,101.16,0,51000.0,0,1,4,16.24,1997,0,18493.0,61.4,38.0,4.0
0,11.67,221.49,0,70000.0,1,1,4,10.66,2004,0,3373.0,47.5,14.0,3.0
1,21.0,622.23,3,60000.0,2,1,2,11.7,1998,0,16011.0,74.2,35.0,0.0
0,10.99,491.01,0,78000.0,0,1,2,22.68,2003,0,11793.0,59.9,24.0,3.0
0,18.49,291.19,3,89609.0,0,1,2,3.47,1994,0,11942.0,59.7,7.0,0.0
0,14.16,171.28,3,73500.0,1,1,1,10.63,2000,0,13854.0,51.1,35.0,2.0
0,6.49,459.67,3,103000.0,0,1,1,10.99,1983,0,19894.0,35.1,41.0,1.0
0,17.77,360.38,0,90000.0,0,1,2,17.01,2001,0,14857.0,63.0,41.0,2.0
0,10.49,292.48,0,65000.0,1,1,6,11.08,2004,0,5853.0,13.7,35.0,1.0
0,20.2,111.8,2,60000.0,2,1,2,24.22,2000,1,14134.0,96.8,24.0,0.0
1,10.99,434.75,0,55000.0,1,1,1,12.33,1999,0,15510.0,31.7,23.0,4.0
0,14.49,523.13,0,35000.0,1,1,2,12.48,2002,0,2528.0,24.5,48.0,1.0
0,9.67,385.35,0,85000.0,2,1,2,21.32,1981,0,46854.0,50.1,45.0,6.0
0,17.56,280.28,0,36500.0,1,1,2,14.04,2001,0,1726.0,63.9,31.0,0.0
0,25.8,239.1,0,12012.0,2,0,2,24.08,2002,0,7273.0,75.0,18.0,0.0
0,18.25,145.12,3,66400.0,0,1,2,18.62,1999,0,9030.0,78.5,37.0,0.0
1,13.99,395.48,2,45000.0,0,0,1,27.71,2004,0,31556.0,82.2,22.0,0.0
0,8.59,158.06,0,40000.0,0,1,6,6.87,2000,0,8914.0,74.9,11.0,1.8139908160844136
0,8.9,666.82,0,120000.0,2,1,1,16.75,1999,0,37285.0,87.5,18.0,5.0
1,12.49,247.43,3,60000.0,1,1,2,14.77,2003,0,9208.0,27.2,37.0,0.0
0,21.99,381.86,3,48000.0,2,1,5,9.48,2008,0,3812.0,42.8,10.0,0.0
0,11.14,180.43,3,70000.0,0,0,2,6.84,2006,0,1312.0,18.0,10.0,0.0
0,17.27,304.2,3,60000.0,0,1,1,13.16,2002,0,11344.0,79.3,12.0,0.0
0,5.79,242.62,2,24000.0,0,1,4,12.15,2002,0,0.0,0.0,10.0,1.8139908160844136
0,6.62,483.59,0,88000.0,1,1,1,21.48,2000,0,79949.0,71.0,25.0,5.0
0,12.99,353.74,3,50000.0,1,1,2,27.2,2005,0,8252.0,82.5,22.0,0.0
0,12.69,268.36,3,52568.18,2,0,2,15.57,1999,1,5795.0,28.4,33.0,0.0
0,6.99,216.11,0,80000.0,1,1,2,10.86,2001,0,16028.0,23.1,31.0,3.0
0,14.09,123.2,0,69000.0,1,1,4,12.23,2004,0,7498.0,51.4,14.0,0.0
0,10.15,213.43,0,39000.0,2,1,1,21.05,1998,0,6212.0,41.0,21.0,2.0
0,12.12,765.25,3,52000.0,2,0,1,19.05,1997,0,17650.0,40.5,41.0,0.0
0,17.77,319.83,3,26676.0,0,0,2,29.51,2001,0,4784.0,34.2,15.0,0.0
1,16.02,172.74,0,40000.0,2,1,4,18.48,2003,0,6013.0,91.0,17.0,1.8139908160844136
0,7.51,385.0,3,32822.0,1,1,1,25.75,2001,0,15651.0,39.6,24.0,1.8139908160844136
0,11.58,594.25,3,102000.0,1,0,5,11.35,1994,0,32831.0,66.6,20.0,1.8139908160844136
1,18.49,431.11,0,37540.08,2,0,2,22.65,1996,0,13529.0,72.8,20.0,1.0
0,13.33,236.98,0,33600.0,2,0,0,30.79,1986,0,12083.0,74.6,20.0,3.0
0,12.99,269.52,3,60000.0,2,0,2,35.5,2003,0,6850.0,46.3,39.0,0.0
1,23.4,692.76,0,110000.0,1,1,2,16.78,2006,0,9253.0,66.1,21.0,2.0
0,14.98,132.56,3,22000.0,2,1,2,18.6,2006,0,3997.0,48.2,16.0,0.0
1,15.99,486.26,0,120000.0,1,0,2,9.4,1983,0,34033.0,45.0,36.0,6.0
0,10.59,288.84,3,21312.0,2,0,2,15.54,2000,0,9012.0,67.8,8.0,1.8139908160844136
0,11.55,759.0,3,90000.0,1,1,1,5.71,1991,0,21199.0,76.3,33.0,0.0
0,7.89,375.43,3,60000.0,2,1,4,19.66,2004,0,8153.0,20.2,26.0,0.0
0,11.36,197.47,3,140000.0,1,1,4,3.61,1999,0,524.0,29.1,9.0,1.8139908160844136
1,20.2,399.08,0,66000.0,1,0,4,20.04,1985,0,4654.0,46.1,16.0,3.0
0,6.03,486.97,0,109000.0,0,1,2,22.54,1991,1,12585.0,23.8,40.0,2.0
0,17.86,541.24,0,150000.0,2,0,2,33.24,1993,0,57932.0,79.0,41.0,4.0
0,7.89,172.08,3,66462.0,1,1,2,8.56,1998,1,1386.0,7.6,29.0,0.0
0,12.88,156.41,0,26248.0,1,1,2,34.02,1995,0,25888.0,42.8,33.0,4.0
1,13.99,232.64,0,50000.0,1,1,2,19.06,1998,0,7864.0,22.1,53.0,2.0
1,20.2,478.9,0,84693.0,1,1,2,12.34,2000,0,7926.0,39.4,16.0,3.0
0,6.49,367.74,0,170000.0,0,1,2,14.52,1969,0,9723.0,12.8,43.0,6.0
0,6.03,456.54,0,80000.0,2,1,1,12.14,2003,0,2270.0,26.7,15.0,2.0
0,16.2,282.05,0,80000.0,1,1,4,28.61,1998,0,3003.0,69.8,27.0,4.0
1,17.1,607.1,3,75000.0,1,1,2,13.65,2004,0,5551.0,41.1,18.0,2.0
1,13.98,348.87,0,40000.0,0,1,2,10.71,1995,0,15486.0,63.0,21.0,3.0
0,7.9,206.52,0,75000.0,0,1,6,13.57,1982,0,6731.0,32.8,44.0,1.0
0,12.49,401.39,3,90000.0,0,1,1,6.16,2004,0,14692.0,54.8,23.0,3.0
0,11.99,166.05,3,38000.0,0,1,2,19.04,2007,0,3174.0,40.7,6.0,0.0
0,11.99,398.52,3,73000.0,1,1,2,14.34,1995,0,6634.0,27.8,18.0,0.0
1,13.33,687.68,0,115000.0,2,0,2,18.24,2003,0,9993.0,45.4,34.0,2.0
1,15.99,478.36,0,40000.0,0,1,2,30.78,2002,0,18694.0,49.1,29.0,2.0
1,12.99,454.96,0,58000.0,1,1,2,15.93,1999,0,11479.0,20.9,41.0,3.0
1,21.49,464.61,2,62024.0,2,1,2,12.05,1999,1,6089.0,46.1,13.0,2.0
1,13.99,465.27,0,60000.0,1,0,2,19.4,2003,1,7566.0,49.8,34.0,2.0
0,7.9,563.23,3,200000.0,1,1,13,12.97,1995,0,19302.0,50.8,22.0,0.0
0,14.33,394.89,3,35000.0,0,1,2,15.43,2003,0,6851.0,61.7,14.0,0.0
0,7.62,389.52,0,75000.0,1,1,1,23.87,2000,0,17124.0,32.4,64.0,4.0
0,10.99,274.97,3,75000.0,2,1,2,23.17,1996,0,38094.0,63.2,35.0,3.0
1,11.99,444.79,0,58000.0,1,1,2,11.36,2001,0,11279.0,35.9,30.0,3.0
0,12.49,401.39,3,75000.0,2,0,1,17.74,1988,1,19471.0,82.9,30.0,0.0
0,18.49,254.8,0,70000.0,2,1,9,16.28,1993,0,9389.0,42.5,27.0,1.0
0,17.57,107.82,3,30000.0,0,1,9,20.98,1999,1,1302.0,118.4,22.0,0.0
0,11.99,332.1,0,36296.0,2,1,2,22.06,2000,1,7359.0,67.5,14.0,2.0
0,12.39,360.73,3,42000.0,1,0,2,14.4,2004,0,8356.0,49.4,19.0,0.0
0,15.88,139.52,3,27000.0,2,0,2,7.59,1990,1,4.0,0.1,29.0,0.0
0,14.49,591.96,0,68600.0,2,1,2,29.6,2001,1,13004.0,52.9,25.0,1.0
0,21.15,320.9,3,24305.0,1,1,2,26.27,2004,0,9771.0,87.2,9.0,0.0
0,15.31,696.35,0,57000.0,2,1,2,16.95,1994,1,5931.0,47.0,37.0,1.0
0,11.99,122.05,3,20000.0,1,1,2,8.64,2003,0,2520.0,57.3,22.0,0.0
1,24.5,871.77,0,85000.0,2,1,4,17.32,2002,0,28907.0,88.4,36.0,6.0
0,7.26,103.84,0,40000.0,0,1,1,4.81,1989,0,2534.0,13.8,40.0,4.0
0,9.99,193.58,3,62000.0,2,1,9,11.67,1997,0,24747.0,0.0,13.0,4.0
0,8.18,157.1,3,60000.0,0,1,2,21.85,1996,0,9517.0,38.8,21.0,0.0
0,8.39,882.47,0,190000.0,1,1,2,19.71,1995,0,50229.0,50.3,40.0,6.0
0,15.1,590.15,0,51500.0,1,1,2,17.62,2000,0,15607.0,66.4,31.0,3.0
0,11.14,339.54,3,31000.0,2,1,2,12.67,2005,0,2119.0,11.7,18.0,0.0
1,18.25,638.25,0,80000.0,2,1,2,15.31,1996,0,25185.0,84.2,38.0,1.8139908160844136
0,14.65,551.91,3,400000.0,2,1,1,10.19,2002,0,18899.0,46.9,32.0,3.0
0,12.12,532.35,3,110000.0,0,1,1,16.94,2007,0,15402.0,78.2,19.0,0.0
0,7.12,247.46,0,100000.0,2,1,2,3.1,1997,1,2085.0,37.2,20.0,5.0
0,7.9,625.81,3,80000.0,2,1,2,4.83,2003,0,10607.0,42.8,16.0,1.8139908160844136
0,10.99,491.01,0,34000.0,0,1,2,16.91,1983,0,15608.0,23.9,19.0,6.0
1,22.99,877.96,0,70000.0,2,0,2,22.06,2002,0,14673.0,79.3,21.0,8.0
1,21.18,359.13,0,45000.0,2,1,7,31.21,2000,0,23894.0,71.3,28.0,3.0
0,10.99,654.68,3,79251.0,1,1,1,28.73,2003,0,19830.0,68.1,34.0,6.0
0,14.09,284.9,3,40000.0,0,1,1,13.65,2000,0,4597.0,63.0,13.0,0.0
0,13.53,190.12,3,47000.0,0,1,1,20.82,2000,0,18102.0,60.9,29.0,0.0
0,9.99,483.94,3,63000.0,1,0,1,19.79,2004,0,14537.0,58.1,23.0,0.0
0,7.62,529.75,0,80000.0,0,1,2,13.04,1982,0,17299.0,49.7,32.0,5.0
0,18.75,127.86,3,32000.0,0,0,2,21.64,2004,0,5523.0,77.8,20.0,0.0
1,18.55,462.49,3,78000.0,2,1,1,23.4,2002,0,7547.0,60.9,26.0,3.0
1,16.99,342.9,0,30000.0,1,0,2,15.84,2010,0,5544.0,31.5,17.0,1.0
1,10.15,255.86,3,86000.0,1,1,2,18.31,2001,0,3868.0,20.4,17.0,0.0
0,8.49,631.26,0,120000.0,0,1,4,9.74,1996,0,10384.0,16.6,26.0,2.0
0,11.12,262.37,3,62000.0,2,1,11,11.35,1998,0,9204.0,61.0,12.0,1.8139908160844136
0,20.99,276.88,0,43500.0,0,1,2,22.87,2005,1,3718.0,70.2,25.0,3.0
0,10.99,392.81,3,45000.0,1,1,2,24.61,2005,0,12006.0,96.0,22.0,0.0
0,20.49,762.31,0,85000.0,2,1,2,21.66,2001,0,24833.0,59.3,20.0,1.0
0,9.67,321.13,3,50000.0,0,1,2,19.01,2000,0,10577.0,35.9,40.0,1.0
1,21.0,459.91,3,50000.0,1,0,2,19.39,1975,0,18266.0,44.6,24.0,0.0
0,8.18,157.1,3,35000.0,0,1,2,29.66,1985,1,2009.0,14.0,32.0,1.0
0,12.12,646.31,0,69000.0,2,1,2,20.64,2001,0,16001.0,82.6,32.0,2.0
0,18.25,244.88,3,55000.0,0,1,2,15.56,1997,0,4315.0,86.3,37.0,0.0
1,18.39,307.28,0,63600.0,1,0,6,20.51,1997,0,15214.0,97.5,42.0,1.8139908160844136
0,14.99,270.36,3,33000.0,1,0,2,7.2,2003,0,3766.0,45.9,24.0,0.0
0,13.35,135.46,3,30000.0,0,1,2,16.56,2006,1,4873.0,63.3,9.0,0.0
0,10.15,113.19,3,53095.0,0,1,1,10.26,1996,0,2981.0,74.5,7.0,1.0
0,9.67,321.13,0,68000.0,0,1,1,12.41,2001,0,30832.0,55.7,33.0,3.0
1,20.99,486.86,0,125000.0,2,1,2,17.02,2002,0,29411.0,80.6,32.0,1.0
0,8.67,316.47,0,52000.0,1,0,1,18.26,1996,1,10761.0,97.8,23.0,6.0
0,9.16,318.75,0,140000.0,0,1,4,20.23,2002,0,14309.0,46.6,30.0,0.0
0,12.49,334.49,0,110000.0,0,1,2,16.49,1992,0,20627.0,77.8,31.0,3.0
0,10.64,130.28,2,41000.0,0,1,1,27.78,1995,0,17875.0,52.0,18.0,1.0
0,17.27,715.75,0,50000.0,2,1,2,9.0,1978,1,4522.0,28.1,61.0,4.0
0,12.12,798.52,0,88000.0,2,1,2,15.11,1998,0,32428.0,91.9,36.0,4.0
1,10.99,228.25,0,106000.0,1,1,1,16.28,1997,0,10601.0,56.1,25.0,5.0
0,6.03,456.54,0,100000.0,0,1,2,13.73,1989,0,34927.0,18.9,24.0,3.0
0,6.03,547.84,0,153000.0,0,1,1,12.3,1987,0,23335.0,36.7,32.0,4.0
0,17.86,75.78,0,85000.0,2,1,12,23.65,1994,0,10205.0,40.0,25.0,1.0
0,6.03,167.4,0,110000.0,0,1,2,1.7,1997,0,5682.0,7.2,27.0,7.0
0,10.64,574.02,0,40000.0,0,0,4,15.87,2000,0,12506.0,50.2,16.0,0.0
0,11.53,395.89,0,98000.0,0,1,4,6.14,2003,0,4883.0,65.1,22.0,3.0
0,8.18,879.75,0,112000.0,1,1,2,27.45,1995,0,59626.0,69.5,38.0,10.0
0,8.39,630.34,3,84000.0,1,1,2,12.86,2001,0,14622.0,31.0,29.0,0.0
0,10.99,392.81,2,49000.0,1,1,2,10.92,2004,0,4488.0,12.4,33.0,0.0
0,12.35,333.82,0,98000.0,0,1,2,20.16,2002,1,3750.0,27.4,37.0,8.0
0,11.49,105.51,3,31000.0,1,1,2,19.66,1995,0,3058.0,28.8,12.0,1.8139908160844136
1,13.35,247.68,3,56199.0,1,0,1,29.38,2002,0,21027.0,74.3,23.0,0.0
1,8.9,372.78,0,160000.0,2,1,4,10.79,2000,0,7855.0,6.4,51.0,2.0
0,15.61,339.16,3,55000.0,2,1,2,13.09,1990,0,51796.0,93.0,20.0,3.0
1,21.99,276.14,3,42000.0,1,1,2,27.37,2003,0,8512.0,86.0,9.0,0.0
0,8.9,190.52,0,67000.0,1,1,1,25.83,2003,0,16264.0,31.9,24.0,0.0
0,18.75,347.04,0,44508.0,2,1,2,14.86,1996,0,19537.0,78.8,27.0,3.0
0,10.64,553.67,0,65000.0,0,1,1,17.06,2004,0,19766.0,87.5,16.0,1.0
0,9.49,164.15,3,35000.0,1,1,2,19.2,1999,1,7777.0,54.8,31.0,0.0
0,7.89,750.86,0,220000.0,1,1,2,7.88,2000,0,145510.0,34.7,32.0,1.0
1,8.39,470.67,0,78000.0,1,1,2,6.26,1994,0,9588.0,14.0,21.0,4.0
0,12.99,474.18,2,32000.0,1,1,2,24.08,2001,0,4948.0,25.8,10.0,0.0
0,10.16,323.43,3,63000.0,1,1,1,15.56,1989,0,17561.0,45.1,55.0,0.0
0,10.99,327.34,0,150000.0,1,1,2,2.81,1993,0,11401.0,63.0,28.0,12.0
0,10.59,297.79,3,30000.0,2,1,2,22.92,1986,0,10504.0,38.3,13.0,1.8139908160844136
0,11.99,106.28,3,40400.0,0,1,2,12.45,2004,0,968.0,9.1,8.0,0.0
1,25.57,519.52,3,35000.0,2,0,11,19.51,2007,0,11913.0,39.4,22.0,0.0
0,13.57,169.85,0,29664.0,0,0,2,15.53,2000,0,3262.0,93.2,23.0,1.8139908160844136
0,6.03,97.4,0,55000.0,0,1,2,8.88,2000,0,5418.0,36.9,13.0,2.0
1,24.5,523.07,0,45000.0,2,1,2,7.33,2001,0,10093.0,96.1,10.0,1.0
0,7.89,93.86,3,42000.0,0,1,1,21.02,2004,0,3360.0,28.7,16.0,0.0
0,18.75,263.02,0,65500.0,0,1,9,24.01,1996,0,2220.0,47.2,40.0,0.0
0,13.11,269.98,3,85000.0,0,1,2,17.0,2000,0,20444.0,88.6,27.0,0.0
0,24.5,789.92,3,149000.0,2,1,2,18.64,1991,0,6360.0,94.9,58.0,6.0
1,18.24,317.78,3,80000.0,1,0,2,7.44,2001,1,4896.0,59.7,11.0,0.0
0,22.15,382.69,3,55000.0,1,1,2,15.54,1997,0,13367.0,92.8,23.0,0.0
0,14.09,281.48,0,76000.0,2,1,1,33.49,2000,0,42939.0,98.7,31.0,5.0
0,8.39,554.7,2,42000.0,1,0,1,26.11,1985,0,15203.0,32.7,44.0,0.0
0,13.67,340.18,0,75000.0,1,1,6,15.76,1996,0,15337.0,83.4,24.0,1.8139908160844136
0,13.68,408.27,0,53900.0,2,1,1,19.5,2003,1,10161.0,50.8,25.0,3.0
0,9.17,79.7,0,120000.0,1,0,12,1.67,2004,0,4245.0,43.3,20.0,5.0
1,16.29,730.51,0,80000.0,1,1,1,29.84,1980,0,38641.0,94.7,38.0,4.0
0,6.03,517.41,0,81293.0,0,1,1,17.65,2000,0,16852.0,80.6,35.0,4.0
0,18.75,547.95,3,38000.0,0,1,2,14.44,2002,0,14311.0,71.2,20.0,0.0
0,9.99,322.63,3,65000.0,2,1,2,8.29,2006,0,9752.0,63.7,12.0,0.0
1,13.11,159.67,0,40000.0,2,1,2,10.14,1993,0,2854.0,35.7,14.0,1.8139908160844136
0,17.77,469.39,3,55000.0,1,1,2,13.8,2006,0,10340.0,70.8,15.0,0.0
1,16.77,286.86,3,69000.0,1,1,13,18.16,2006,0,2116.0,70.5,17.0,1.8139908160844136
1,14.64,519.24,0,65000.0,1,1,2,14.42,2003,0,9980.0,59.4,12.0,2.0
1,25.83,759.43,0,67000.0,1,1,2,32.37,1985,0,28955.0,71.0,28.0,3.0
0,15.61,699.3,2,50000.0,0,0,4,30.8,1996,0,40873.0,53.6,47.0,0.0
1,20.99,497.68,3,47000.0,2,0,2,19.71,2004,0,9253.0,93.5,10.0,0.0
0,16.99,513.33,3,40000.0,2,0,2,33.75,2000,1,23472.0,87.9,36.0,2.0
0,10.99,274.97,0,48000.0,0,1,2,3.45,2002,0,3619.0,61.3,24.0,1.0
0,10.99,982.02,3,70000.0,2,0,1,2.28,1998,0,4438.0,55.5,10.0,0.0
1,21.97,289.82,3,53000.0,1,1,2,18.66,2005,1,9114.0,33.4,20.0,0.0
1,11.12,414.25,0,63600.0,2,0,2,11.3,1989,0,9280.0,19.3,43.0,1.8139908160844136
0,9.17,318.79,3,50000.0,0,1,1,19.42,2006,0,10447.0,59.0,39.0,0.0
0,11.47,131.85,3,55000.0,1,1,2,13.32,2008,1,6357.0,35.5,17.0,0.0
0,19.52,129.22,0,37000.0,0,1,1,8.82,2001,0,2769.0,28.3,13.0,3.0
0,9.17,191.28,3,70000.0,1,1,2,12.17,2007,0,7458.0,51.8,11.0,0.0
0,12.12,93.17,0,92000.0,0,1,4,28.43,1977,0,22516.0,73.6,60.0,2.0
0,7.69,218.36,3,73000.0,0,1,2,7.72,1988,0,8635.0,27.5,34.0,5.0
1,16.2,610.62,0,150000.0,2,1,2,9.24,1998,0,25856.0,89.2,19.0,8.0
1,10.99,402.15,0,60000.0,0,1,2,7.0,2003,0,20509.0,64.9,16.0,4.0
0,8.94,285.95,3,44000.0,0,1,5,8.97,1999,0,4051.0,13.6,18.0,1.8139908160844136
0,11.49,263.78,0,45000.0,2,1,1,25.46,1989,0,2334.0,15.8,39.0,2.0
0,6.99,277.86,0,92500.0,1,1,2,11.27,2004,0,10010.0,25.5,16.0,0.0
